1	305540	5.99656e+009	8.09216e+010	7.1185e+010	8.94478e+009	1.09788e+006
1	305540	5.99814e+009	8.09216e+010	7.11852e+010	8.94478e+009	1.09793e+006
1	305540	6.0013e+009	8.09217e+010	7.11856e+010	8.94479e+009	1.09803e+006
1	305540	6.00603e+009	8.09217e+010	7.11862e+010	8.94479e+009	1.09818e+006
1	305540	6.01235e+009	8.09218e+010	7.1187e+010	8.9448e+009	1.09838e+006
1	305540	6.02025e+009	8.0922e+010	7.1188e+010	8.94481e+009	1.09862e+006
1	305540	6.02974e+009	8.09221e+010	7.11892e+010	8.94482e+009	1.09892e+006
1	305540	6.04082e+009	8.09223e+010	7.11906e+010	8.94484e+009	1.09927e+006
1	305540	6.05349e+009	8.09225e+010	7.11922e+010	8.94486e+009	1.09966e+006
1	305540	6.06776e+009	8.09227e+010	7.11941e+010	8.94488e+009	1.10011e+006
1	305540	6.08363e+009	8.09229e+010	7.11961e+010	8.9449e+009	1.1006e+006
1	305540	6.10111e+009	8.09232e+010	7.11983e+010	8.94492e+009	1.10115e+006
1	125788	2.14825e+009	3.73313e+010	1.2997e+011	2.84391e+009	1.97555e+006
1	125788	2.14864e+009	3.73297e+010	1.29962e+011	2.84337e+009	1.96726e+006
1	125788	2.14906e+009	3.7328e+010	1.29953e+011	2.8428e+009	1.95831e+006
1	125788	2.14951e+009	3.73262e+010	1.29944e+011	2.84218e+009	1.94872e+006
1	125788	2.14999e+009	3.73242e+010	1.29934e+011	2.84153e+009	1.93846e+006
1	125788	2.15051e+009	3.73221e+010	1.29924e+011	2.84083e+009	1.92755e+006
1	125788	2.15105e+009	3.73199e+010	1.29913e+011	2.84008e+009	1.91598e+006
1	540592	7.30404e+010	2.16375e+011	2.16795e+011	1.03345e+011	1.89032e+009
1	540592	7.30404e+010	2.16388e+011	2.16788e+011	1.03132e+011	1.87738e+009
1	540592	7.30404e+010	2.16402e+011	2.1678e+011	1.02907e+011	1.86377e+009
1	540592	7.30405e+010	2.16417e+011	2.16772e+011	1.02672e+011	1.84949e+009
1	540592	7.30405e+010	2.16432e+011	2.16763e+011	1.02425e+011	1.83452e+009
1	543696	7.38663e+010	2.20568e+011	2.22116e+011	1.07005e+011	3.61413e+009
1	543696	7.38663e+010	2.20604e+011	2.22104e+011	1.06734e+011	3.57915e+009
1	543696	7.38663e+010	2.2064e+011	2.22091e+011	1.06452e+011	3.5427e+009
1	543696	7.38663e+010	2.20678e+011	2.22077e+011	1.06158e+011	3.50479e+009
1	134916	1.98394e+009	3.29536e+010	9.94723e+010	3.07528e+008	70183.3
1	134916	1.99157e+009	3.29833e+010	9.94987e+010	3.07757e+008	70672.6
1	134916	1.99948e+009	3.3014e+010	9.95262e+010	3.07994e+008	71179.5
1	134916	2.00766e+009	3.30458e+010	9.95545e+010	3.0824e+008	71704
1	335562	6.5342e+009	8.82347e+010	9.59976e+010	2.73815e+009	7.94799e+006
1	335562	6.43866e+009	8.81727e+010	9.59846e+010	2.73711e+009	7.92173e+006
1	335562	6.34012e+009	8.81087e+010	9.59712e+010	2.73605e+009	7.89465e+006
1	568596	8.04849e+010	2.26178e+011	2.22127e+011	1.01377e+011	2.51695e+009
1	568596	8.04848e+010	2.26215e+011	2.22072e+011	1.00981e+011	2.47983e+009
1	568596	8.04848e+010	2.26253e+011	2.22015e+011	1.00574e+011	2.44166e+009
1	315802	6.39511e+009	8.98238e+010	1.4205e+011	7.10057e+009	1.58149e+007
1	315802	6.36826e+009	8.97974e+010	1.42045e+011	7.09728e+009	1.55169e+007
1	315802	6.34073e+009	8.97703e+010	1.42039e+011	7.0939e+009	1.52114e+007
1	352843	7.48316e+009	9.85564e+010	8.93458e+010	1.10956e+010	1.72124e+008
1	352843	7.32035e+009	9.84529e+010	8.93107e+010	1.10863e+010	1.70286e+008
1	184557	2.08932e+009	2.85393e+010	3.27569e+010	4.62183e+008	888368
1	184557	2.04454e+009	2.8421e+010	3.2756e+010	4.60489e+008	884718
1	87419.7	1.30599e+009	2.6087e+010	1.21906e+011	7.28126e+008	277281
1	87419.7	1.30696e+009	2.60824e+010	1.21855e+011	7.2423e+008	272625
1	87419.7	1.30796e+009	2.60778e+010	1.21803e+011	7.20264e+008	267887
1	295747	5.45045e+009	7.81586e+010	1.22271e+011	3.71072e+010	3.17853e+008
1	295747	5.43702e+009	7.81316e+010	1.22248e+011	3.70974e+010	3.17863e+008
1	329767	6.6027e+009	9.39567e+010	1.43447e+011	3.94188e+010	2.03749e+008
1	329767	6.52576e+009	9.38867e+010	1.43393e+011	3.94066e+010	1.97295e+008
1	306718	5.60737e+009	8.10941e+010	1.22215e+011	3.74412e+010	3.42823e+008
1	304670	5.48515e+009	7.84521e+010	1.26007e+011	5.29623e+009	3.71844e+007
1	304670	5.47358e+009	7.83722e+010	1.25918e+011	5.27436e+009	3.67779e+007
1	339659	4.35373e+009	5.85489e+010	6.18845e+010	2.05063e+008	80857.7
1	339659	4.205e+009	5.82211e+010	6.17558e+010	2.03906e+008	78500.1
1	278411	3.13578e+009	4.51169e+010	7.16902e+010	1.7185e+010	5.18548e+007
1	278411	3.13506e+009	4.48595e+010	7.14242e+010	1.70702e+010	5.2242e+007
1	277866	3.78846e+009	5.45421e+010	9.06018e+010	2.50194e+010	2.37394e+007
1	315240	6.0376e+009	8.57074e+010	1.19982e+011	4.86144e+010	1.09185e+009
1	315240	5.9769e+009	8.56565e+010	1.19924e+011	4.85998e+010	1.08914e+009
1	463621	7.49673e+009	1.03634e+011	1.05565e+011	2.99164e+009	9.44165e+006
1	797491	1.41348e+011	3.10716e+011	2.53663e+011	1.12427e+011	4.29149e+009
1	797491	1.41348e+011	3.10974e+011	2.531e+011	1.11865e+011	4.03319e+009
1	414483	7.56874e+009	1.06338e+011	1.28055e+011	4.84728e+009	3.58477e+006
1	96391.8	1.57751e+009	3.04439e+010	1.34662e+011	4.04259e+009	2.42218e+007
1	64812.5	8.59423e+008	2.08841e+010	1.15678e+011	1.91267e+010	2.20099e+008
1	64812.5	8.59524e+008	2.08894e+010	1.15638e+011	1.90383e+010	2.12252e+008
1	426466	7.9682e+009	1.10273e+011	1.26016e+011	5.22758e+009	2.35105e+007
1	327097	5.52908e+009	8.13103e+010	1.17824e+011	3.1506e+010	2.3797e+008
1	77911.6	9.9422e+008	2.07045e+010	1.03401e+011	2.19035e+009	5.30963e+006
1	77911.6	9.96292e+008	2.06897e+010	1.03267e+011	2.18611e+009	5.32592e+006
1	281283	3.07961e+009	4.41644e+010	6.87981e+010	3.02832e+010	1.43753e+008
1	283099	4.28396e+009	6.1914e+010	1.06333e+011	1.42741e+010	8.28747e+007
1	414406	8.40006e+009	1.16542e+011	1.3911e+011	1.65157e+010	8.49739e+007
1	414406	8.22709e+009	1.16386e+011	1.39064e+011	1.64949e+010	8.1223e+007
1	547382	1.11029e+010	1.52077e+011	1.43262e+011	1.22912e+010	9.6196e+007
1	72456.4	1.07726e+009	2.37379e+010	1.28475e+011	7.63502e+008	951436
1	545565	9.59955e+009	1.30653e+011	1.21978e+011	1.03457e+010	5.24623e+007
1	540059	8.97895e+009	1.20755e+011	1.13361e+011	4.53857e+009	4.11099e+006
1	547972	1.11702e+010	1.53432e+011	1.44445e+011	4.25955e+010	4.2627e+007
1	547708	9.77601e+009	1.4948e+011	1.28121e+011	7.50415e+010	2.54884e+008
1	547708	9.56855e+009	1.49299e+011	1.27831e+011	7.49509e+010	1.96743e+008
1	551268	1.09837e+010	1.51876e+011	1.42599e+011	4.1293e+010	8.2818e+007
1	547713	8.91978e+009	1.21302e+011	1.13685e+011	1.44205e+010	3.63497e+007
1	541734	6.97316e+009	9.80371e+010	8.95751e+010	1.96746e+010	9.8485e+006
1	551681	1.10261e+010	1.49742e+011	1.39666e+011	1.14818e+010	1.71139e+007
1	545256	1.06684e+010	1.45086e+011	1.33595e+011	1.07401e+010	1.28104e+007
1	546636	8.39097e+009	1.13761e+011	1.06145e+011	7.67877e+009	1.22239e+007
1	546636	8.39097e+009	1.13761e+011	1.06145e+011	7.67877e+009	1.22239e+007
1	61965	8.54762e+008	2.15009e+010	1.35379e+011	7.02085e+008	352342
1	539388	4.5612e+009	6.65752e+010	5.84137e+010	1.55579e+010	4.16467e+007
1	543855	8.4063e+009	1.13959e+011	1.07045e+011	8.05781e+009	3.05386e+007
1	552292	1.13849e+010	1.52684e+011	1.42163e+011	9.97814e+009	3.73069e+006
1	550354	1.04034e+010	1.42574e+011	1.34929e+011	4.53794e+010	2.07877e+008
1	468418	7.68071e+009	1.2309e+011	1.15409e+011	6.69591e+010	2.38175e+008
1	468418	7.82906e+009	1.23226e+011	1.15667e+011	6.71631e+010	2.96608e+008
1	533995	1.11567e+010	1.48256e+011	1.42832e+011	1.10839e+010	1.13986e+008
1	549559	1.13769e+010	1.51892e+011	1.40943e+011	7.02695e+009	2.22032e+006
1	546419	1.00053e+010	1.35233e+011	1.25901e+011	1.04309e+010	1.28768e+007
1	241586	3.96258e+009	5.73519e+010	1.08754e+011	4.40906e+010	1.6553e+009
1	546727	1.05101e+010	1.43201e+011	1.33518e+011	6.51077e+009	8.15274e+006
1	795140	1.40699e+011	2.8228e+011	1.57538e+011	1.62294e+010	4.65447e+008
1	795140	1.40696e+011	2.82275e+011	1.57539e+011	1.62309e+010	4.65537e+008
1	84918.2	1.22141e+009	2.36313e+010	1.0631e+011	1.18913e+009	615537
1	534974	9.66647e+009	1.31282e+011	1.23976e+011	1.10942e+010	3.32008e+007
1	543862	1.10393e+010	1.5039e+011	1.40228e+011	7.95742e+009	1.64132e+007
1	543862	1.14955e+010	1.50852e+011	1.40285e+011	7.97204e+009	1.75495e+007
1	287084	5.59671e+009	7.93173e+010	1.26449e+011	5.94101e+009	1.3923e+007
1	163337	2.22764e+009	3.37126e+010	8.39221e+010	5.56886e+009	9.33231e+007
1	64713.5	7.94697e+008	1.76205e+010	9.61816e+010	1.39684e+009	2.56229e+006
1	64713.5	7.96688e+008	1.76687e+010	9.63497e+010	1.40582e+009	2.6279e+006
1	796823	1.41151e+011	2.82587e+011	1.57131e+011	1.5771e+010	4.04407e+008
1	281721	4.3658e+009	6.11542e+010	9.10332e+010	1.83362e+010	2.97122e+008
1	484505	1.00221e+010	1.37694e+011	1.41132e+011	1.1908e+010	3.94218e+007
1	484505	1.04596e+010	1.38247e+011	1.41228e+011	1.19266e+010	4.17913e+007
1	411781	6.15359e+009	9.03812e+010	6.80034e+010	4.45614e+010	1.58428e+009
1	796085	1.40918e+011	2.82412e+011	1.79367e+011	3.84143e+010	2.47022e+009
1	796085	1.40915e+011	2.82402e+011	1.7931e+011	3.83593e+010	2.45559e+009
1	796773	1.41127e+011	2.82914e+011	2.45196e+011	1.03944e+011	1.5095e+010
1	797033	1.41198e+011	2.81176e+011	1.78234e+011	3.81253e+010	2.36419e+009
1	797033	1.41196e+011	2.81166e+011	1.78305e+011	3.82056e+010	2.36422e+009
1	796956	1.41168e+011	2.95009e+011	2.93861e+011	1.52613e+011	3.91287e+010
1	796956	1.41167e+011	2.94884e+011	2.937e+011	1.52454e+011	3.89703e+010
1	292035	6.66831e+009	9.13743e+010	1.30596e+011	8.71025e+009	2.15178e+007
1	292035	6.6724e+009	9.18643e+010	1.30641e+011	8.76434e+009	2.20187e+007
1	795493	1.40745e+011	2.82007e+011	1.59291e+011	1.80757e+010	5.35121e+008
1	794873	1.40477e+011	2.8185e+011	1.63822e+011	2.25743e+010	8.43782e+008
1	794873	1.40472e+011	2.81844e+011	1.63845e+011	2.25978e+010	8.44004e+008
1	797101	1.41205e+011	2.82645e+011	1.56129e+011	1.4847e+010	3.84371e+008
1	797101	1.41204e+011	2.82643e+011	1.56123e+011	1.48412e+010	3.83937e+008
1	795339	1.40532e+011	2.81862e+011	3.25678e+011	1.84911e+011	5.51852e+010
1	795339	1.40531e+011	2.81858e+011	3.25775e+011	1.85009e+011	5.51856e+010
1	795339	1.4053e+011	2.81854e+011	3.25871e+011	1.85105e+011	5.5186e+010
1	797312	1.41253e+011	2.82641e+011	1.6997e+011	2.86166e+010	1.31496e+009
1	797312	1.41253e+011	2.82641e+011	1.69977e+011	2.86235e+010	1.31499e+009
1	796264	1.41006e+011	2.82197e+011	2.2103e+011	7.99605e+010	1.00653e+010
1	796264	1.41006e+011	2.82195e+011	2.21131e+011	8.00615e+010	1.00656e+010
1	797521	1.41344e+011	2.81906e+011	1.93772e+011	5.30593e+010	4.45314e+009
1	797521	1.41344e+011	2.81902e+011	1.93768e+011	5.30594e+010	4.45314e+009
1	797521	1.41344e+011	2.81899e+011	1.93765e+011	5.30595e+010	4.45314e+009
1	797196	1.41235e+011	2.82866e+011	3.11904e+011	1.70616e+011	4.64223e+010
1	797196	1.41235e+011	2.82863e+011	3.11953e+011	1.70665e+011	4.64226e+010
1	797196	1.41234e+011	2.82861e+011	3.12e+011	1.70712e+011	4.6423e+010
1	796665	1.41085e+011	2.82485e+011	1.53434e+011	1.20906e+010	2.24139e+008
1	796665	1.41085e+011	2.82485e+011	1.53423e+011	1.20798e+010	2.23184e+008
1	796665	1.41085e+011	2.82484e+011	1.53412e+011	1.20694e+010	2.22258e+008
1	797250	1.41229e+011	2.82288e+011	1.67706e+011	2.66382e+010	1.13062e+009
1	797250	1.41229e+011	2.82289e+011	1.67717e+011	2.66487e+010	1.13063e+009
1	797250	1.41229e+011	2.8229e+011	1.67728e+011	2.66588e+010	1.13065e+009
1	797250	1.41229e+011	2.82291e+011	1.67738e+011	2.66685e+010	1.13066e+009
1	797193	1.41227e+011	2.82547e+011	1.53834e+011	1.25195e+010	1.76751e+008
1	797193	1.41227e+011	2.82547e+011	1.53824e+011	1.25102e+010	1.75592e+008
1	797193	1.41226e+011	2.82546e+011	1.53816e+011	1.25014e+010	1.74477e+008
1	797193	1.41226e+011	2.82546e+011	1.53807e+011	1.24928e+010	1.73407e+008
1	797408	1.41294e+011	2.82737e+011	1.58825e+011	1.75409e+010	5.43594e+008
1	797408	1.41294e+011	2.82736e+011	1.58823e+011	1.75391e+010	5.43481e+008
1	797408	1.41294e+011	2.82735e+011	1.58821e+011	1.75375e+010	5.43372e+008
1	797408	1.41294e+011	2.82734e+011	1.5882e+011	1.75359e+010	5.43269e+008
1	797408	1.41294e+011	2.82733e+011	1.58818e+011	1.75344e+010	5.4317e+008
1	796805	1.41129e+011	2.82355e+011	1.67792e+011	2.65856e+010	1.11534e+009
