380716	5.99602e+009	8.09183e+010	7.1185e+010	8.94478e+009	1.09788e+006
380676	5.99759e+009	8.09183e+010	7.11852e+010	8.94478e+009	1.09793e+006
380597	6.00075e+009	8.09183e+010	7.11856e+010	8.94479e+009	1.09803e+006
380477	6.00549e+009	8.09184e+010	7.11862e+010	8.94479e+009	1.09818e+006
380318	6.0118e+009	8.09185e+010	7.1187e+010	8.9448e+009	1.09838e+006
380119	6.0197e+009	8.09186e+010	7.1188e+010	8.94481e+009	1.09862e+006
379880	6.02919e+009	8.09188e+010	7.11892e+010	8.94482e+009	1.09892e+006
379601	6.04027e+009	8.0919e+010	7.11906e+010	8.94484e+009	1.09927e+006
379282	6.05294e+009	8.09191e+010	7.11922e+010	8.94486e+009	1.09966e+006
378923	6.0672e+009	8.09194e+010	7.11941e+010	8.94488e+009	1.10011e+006
378523	6.08308e+009	8.09196e+010	7.11961e+010	8.9449e+009	1.1006e+006
378083	6.10055e+009	8.09199e+010	7.11983e+010	8.94492e+009	1.10115e+006
30332.1	2.14698e+009	3.73236e+010	1.2997e+011	2.84391e+009	1.97555e+006
30290.2	2.14737e+009	3.7322e+010	1.29962e+011	2.84337e+009	1.96726e+006
30245	2.14778e+009	3.73203e+010	1.29953e+011	2.8428e+009	1.95831e+006
30196.5	2.14823e+009	3.73184e+010	1.29944e+011	2.84218e+009	1.94872e+006
30144.7	2.14871e+009	3.73164e+010	1.29934e+011	2.84153e+009	1.93846e+006
30089.6	2.14922e+009	3.73143e+010	1.29924e+011	2.84083e+009	1.92755e+006
30031.1	2.14976e+009	3.73121e+010	1.29913e+011	2.84008e+009	1.91598e+006
373188	7.30366e+010	2.13837e+011	2.16792e+011	1.03345e+011	1.89032e+009
372376	7.30366e+010	2.13838e+011	2.16784e+011	1.03132e+011	1.87738e+009
371522	7.30366e+010	2.13838e+011	2.16777e+011	1.02907e+011	1.86377e+009
370625	7.30366e+010	2.13838e+011	2.16768e+011	1.02672e+011	1.84949e+009
369686	7.30366e+010	2.13838e+011	2.1676e+011	1.02425e+011	1.83452e+009
368698	7.38625e+010	2.14988e+011	2.22113e+011	1.07005e+011	3.61413e+009
367673	7.38625e+010	2.14988e+011	2.221e+011	1.06734e+011	3.57915e+009
366606	7.38625e+010	2.14988e+011	2.22087e+011	1.06452e+011	3.5427e+009
365495	7.38625e+010	2.14988e+011	2.22074e+011	1.06158e+011	3.50479e+009
32076.8	1.98266e+009	3.29491e+010	9.94723e+010	3.07528e+008	70183.3
31971.5	1.99029e+009	3.29787e+010	9.94987e+010	3.07757e+008	70672.6
31862.3	1.99819e+009	3.30094e+010	9.95261e+010	3.07994e+008	71179.5
31749.4	2.00636e+009	3.30412e+010	9.95545e+010	3.0824e+008	71704
37.9445	6.53082e+009	8.82237e+010	9.59975e+010	2.73815e+009	7.94799e+006
37.7999	6.43526e+009	8.81616e+010	9.59845e+010	2.73711e+009	7.92173e+006
37.6508	6.3367e+009	8.80975e+010	9.59712e+010	2.73605e+009	7.89465e+006
354943	8.04808e+010	2.21773e+011	2.22123e+011	1.01377e+011	2.51695e+009
353446	8.04807e+010	2.21773e+011	2.22068e+011	1.00981e+011	2.47983e+009
351908	8.04807e+010	2.21773e+011	2.22012e+011	1.00574e+011	2.44166e+009
21989.7	6.39197e+009	8.97847e+010	1.4205e+011	7.10057e+009	1.58149e+007
21888	6.36509e+009	8.97579e+010	1.42045e+011	7.09728e+009	1.55169e+007
21783.7	6.33754e+009	8.97305e+010	1.42039e+011	7.0939e+009	1.52114e+007
142.336	7.47878e+009	9.83353e+010	8.93453e+010	1.10956e+010	1.72124e+008
141.618	7.31597e+009	9.82298e+010	8.93103e+010	1.10863e+010	1.70286e+008
1488.64	2.08724e+009	2.85353e+010	3.27569e+010	4.62183e+008	888368
1480.73	2.04244e+009	2.8417e+010	3.27559e+010	4.60489e+008	884718
25275.6	1.30486e+009	2.60808e+010	1.21906e+011	7.28126e+008	277281
