22542.9	5.99274e+009	8.09015e+010	7.11846e+010	8.94478e+009	1.09788e+006
22548.9	5.99432e+009	8.09015e+010	7.11848e+010	8.94478e+009	1.09793e+006
22560.8	5.99748e+009	8.09015e+010	7.11852e+010	8.94479e+009	1.09803e+006
22578.6	6.00221e+009	8.09015e+010	7.11858e+010	8.94479e+009	1.09818e+006
22602.3	6.00853e+009	8.09014e+010	7.11866e+010	8.9448e+009	1.09838e+006
22632.1	6.01643e+009	8.09014e+010	7.11876e+010	8.94481e+009	1.09862e+006
22667.8	6.02592e+009	8.09013e+010	7.11888e+010	8.94482e+009	1.09892e+006
22709.4	6.037e+009	8.09012e+010	7.11902e+010	8.94484e+009	1.09927e+006
22757.1	6.04967e+009	8.09011e+010	7.11918e+010	8.94486e+009	1.09966e+006
22810.8	6.06394e+009	8.0901e+010	7.11936e+010	8.94488e+009	1.10011e+006
22870.5	6.07981e+009	8.09009e+010	7.11957e+010	8.9449e+009	1.1006e+006
22936.2	6.09729e+009	8.09007e+010	7.11979e+010	8.94492e+009	1.10115e+006
68500.6	2.14718e+009	3.50605e+010	1.2997e+011	2.84391e+009	1.97555e+006
68668.2	2.14757e+009	3.50097e+010	1.29962e+011	2.84337e+009	1.96726e+006
68848.9	2.14799e+009	3.49554e+010	1.29953e+011	2.8428e+009	1.95831e+006
69042.8	2.14845e+009	3.48974e+010	1.29944e+011	2.84218e+009	1.94872e+006
69250	2.14893e+009	3.48361e+010	1.29934e+011	2.84153e+009	1.93846e+006
69470.5	2.14945e+009	3.47713e+010	1.29924e+011	2.84083e+009	1.92755e+006
69704.4	2.14999e+009	3.47032e+010	1.29913e+011	2.84008e+009	1.91598e+006
271021	7.30367e+010	2.00125e+011	2.16795e+011	1.03345e+011	1.89032e+009
271049	7.30367e+010	1.99693e+011	2.16788e+011	1.03132e+011	1.87738e+009
271078	7.30367e+010	1.99237e+011	2.1678e+011	1.02907e+011	1.86377e+009
271108	7.30367e+010	1.9876e+011	2.16772e+011	1.02672e+011	1.84949e+009
271141	7.30367e+010	1.9826e+011	2.16763e+011	1.02425e+011	1.83452e+009
273162	7.38626e+010	1.98734e+011	2.22116e+011	1.07005e+011	3.61413e+009
273208	7.38626e+010	1.98184e+011	2.22104e+011	1.06734e+011	3.57915e+009
273256	7.38626e+010	1.97611e+011	2.22091e+011	1.06452e+011	3.5427e+009
273306	7.38626e+010	1.97015e+011	2.22077e+011	1.06158e+011	3.50479e+009
72846.2	1.98284e+009	2.87351e+010	9.94723e+010	3.07528e+008	70183.3
73315.8	1.99048e+009	2.86515e+010	9.94987e+010	3.07757e+008	70672.6
73802.3	1.9984e+009	2.85672e+010	9.95261e+010	3.07994e+008	71179.5
74305.7	2.00659e+009	2.84824e+010	9.95545e+010	3.0824e+008	71704
242182	6.53274e+009	8.50799e+010	9.59975e+010	2.73815e+009	7.94799e+006
243549	6.43721e+009	8.49565e+010	9.59846e+010	2.73711e+009	7.92173e+006
244960	6.33869e+009	8.48327e+010	9.59712e+010	2.73605e+009	7.89465e+006
290394	8.0481e+010	1.97452e+011	2.22127e+011	1.01377e+011	2.51695e+009
290602	8.0481e+010	1.96639e+011	2.22072e+011	1.00981e+011	2.47983e+009
290815	8.0481e+010	1.95804e+011	2.22015e+011	1.00574e+011	2.44166e+009
214537	6.39349e+009	7.99947e+010	1.4205e+011	7.10057e+009	1.58149e+007
216159	6.36666e+009	7.98018e+010	1.42045e+011	7.09728e+009	1.55169e+007
217821	6.33915e+009	7.9615e+010	1.42039e+011	7.0939e+009	1.52114e+007
323557	7.4825e+009	9.75926e+010	8.93457e+010	1.10956e+010	1.72124e+008
324195	7.31971e+009	9.74796e+010	8.93106e+010	1.10863e+010	1.70286e+008
145349	2.0887e+009	2.85363e+010	3.27569e+010	4.62183e+008	888368
146258	2.04393e+009	2.8418e+010	3.2756e+010	4.60489e+008	884718
53809.1	1.30526e+009	2.20676e+010	1.21906e+011	7.28126e+008	277281
54167	1.30625e+009	2.1982e+010	1.21855e+011	7.2423e+008	272625
54531.3	1.30725e+009	2.18975e+010	1.21803e+011	7.20264e+008	267887
214434	5.44912e+009	6.87523e+010	1.22271e+011	3.71072e+010	3.17853e+008
216320	5.43572e+009	6.86676e+010	1.22248e+011	3.70974e+010	3.17863e+008
253900	6.60142e+009	8.28018e+010	1.43446e+011	3.94188e+010	2.03749e+008
255935	6.52451e+009	8.27105e+010	1.43393e+011	3.94066e+010	1.97295e+008
235235	5.60618e+009	7.11116e+010	1.22215e+011	3.74412e+010	3.42823e+008
230780	5.48393e+009	6.72659e+010	1.26007e+011	5.29623e+009	3.71844e+007
232864	5.47239e+009	6.72017e+010	1.25918e+011	5.27436e+009	3.67779e+007
285330	4.35287e+009	5.41541e+010	6.18845e+010	2.05063e+008	80857.7
287466	4.20417e+009	5.38874e+010	6.17558e+010	2.03906e+008	78500.1
220805	3.13488e+009	3.53671e+010	7.16899e+010	1.7185e+010	5.18548e+007
222870	3.1342e+009	3.52206e+010	7.14239e+010	1.70702e+010	5.2242e+007
220419	3.78753e+009	4.43261e+010	9.06015e+010	2.50194e+010	2.37394e+007
259489	6.03662e+009	7.74516e+010	1.19982e+011	4.86144e+010	1.09185e+009
261542	5.97594e+009	7.74906e+010	1.19924e+011	4.85998e+010	1.08914e+009
426419	7.49602e+009	9.72324e+010	1.05565e+011	2.99164e+009	9.44165e+006
496607	1.41344e+011	2.23763e+011	2.53663e+011	1.12427e+011	4.29149e+009
498725	1.41344e+011	2.22913e+011	2.531e+011	1.11865e+011	4.03319e+009
375230	7.56798e+009	9.83138e+010	1.28055e+011	4.84728e+009	3.58477e+006
65490.5	1.57684e+009	2.40136e+010	1.34662e+011	4.04259e+009	2.42218e+007
43366.8	8.58894e+008	1.60351e+010	1.15678e+011	1.91267e+010	2.20099e+008
43578.2	8.59e+008	1.59982e+010	1.15638e+011	1.90383e+010	2.12252e+008
393044	7.96751e+009	1.03375e+011	1.26016e+011	5.22758e+009	2.35105e+007
290610	5.52838e+009	7.08485e+010	1.17824e+011	3.1506e+010	2.3797e+008
57735.9	9.93756e+008	1.61019e+010	1.03401e+011	2.19035e+009	5.30963e+006
58081	9.95834e+008	1.60942e+010	1.03267e+011	2.18611e+009	5.32592e+006
254024	3.07912e+009	3.82744e+010	6.8798e+010	3.02832e+010	1.43753e+008
252468	4.28336e+009	5.44871e+010	1.06333e+011	1.42741e+010	8.28747e+007
384632	8.39941e+009	1.08982e+011	1.3911e+011	1.65157e+010	8.49739e+007
386146	8.22646e+009	1.0909e+011	1.39064e+011	1.64949e+010	8.1223e+007
521602	1.11023e+010	1.4554e+011	1.43262e+011	1.22912e+010	9.6196e+007
49176.3	1.07671e+009	1.83011e+010	1.28475e+011	7.63502e+008	951436
523990	9.59905e+009	1.24967e+011	1.21978e+011	1.03457e+010	5.24623e+007
520077	8.97848e+009	1.15594e+011	1.13361e+011	4.53857e+009	4.11099e+006
524523	1.11696e+010	1.452e+011	1.44445e+011	4.25955e+010	4.2627e+007
527476	9.77552e+009	1.25967e+011	1.28121e+011	7.50415e+010	2.54884e+008
528310	9.56808e+009	1.25912e+011	1.27831e+011	7.49509e+010	1.96743e+008
529599	1.09831e+010	1.44377e+011	1.42599e+011	4.1293e+010	8.2818e+007
530263	8.91935e+009	1.16707e+011	1.13685e+011	1.44205e+010	3.63497e+007
528148	6.97282e+009	9.10027e+010	8.95751e+010	1.96746e+010	9.8485e+006
530701	1.10256e+010	1.43906e+011	1.39666e+011	1.14818e+010	1.71139e+007
524852	1.06679e+010	1.39265e+011	1.33595e+011	1.07401e+010	1.28104e+007
530809	8.39057e+009	1.09403e+011	1.06145e+011	7.67877e+009	1.22239e+007
530809	8.39057e+009	1.09403e+011	1.06145e+011	7.67877e+009	1.22239e+007
41249.3	8.54241e+008	1.61624e+010	1.35379e+011	7.02085e+008	352342
530588	4.56098e+009	5.92597e+010	5.84137e+010	1.55579e+010	4.16467e+007
527539	8.40589e+009	1.09483e+011	1.07045e+011	8.05781e+009	3.05386e+007
530189	1.13843e+010	1.46834e+011	1.42163e+011	9.97814e+009	3.73069e+006
529787	1.04029e+010	1.35626e+011	1.34929e+011	4.53794e+010	2.07877e+008
450129	7.68026e+009	9.99136e+010	1.15409e+011	6.69591e+010	2.38175e+008
449377	7.82861e+009	9.99449e+010	1.15667e+011	6.71631e+010	2.96608e+008
510159	1.11561e+010	1.41923e+011	1.42832e+011	1.10839e+010	1.13986e+008
525209	1.13763e+010	1.45702e+011	1.40943e+011	7.02695e+009	2.22032e+006
524101	1.00048e+010	1.29133e+011	1.25901e+011	1.04309e+010	1.28768e+007
223523	3.96213e+009	5.3381e+010	1.08753e+011	4.40906e+010	1.6553e+009
522096	1.05095e+010	1.37087e+011	1.33518e+011	6.51077e+009	8.15274e+006
518647	1.40695e+011	2.14417e+011	1.57537e+011	1.62294e+010	4.65447e+008
517127	1.40692e+011	2.14887e+011	1.57539e+011	1.62309e+010	4.65537e+008
66573.2	1.22096e+009	1.9262e+010	1.0631e+011	1.18913e+009	615537
508681	9.6659e+009	1.24612e+011	1.23976e+011	1.10942e+010	3.32008e+007
514101	1.10387e+010	1.43337e+011	1.40227e+011	7.95742e+009	1.64132e+007
512298	1.14948e+010	1.43497e+011	1.40285e+011	7.97204e+009	1.75495e+007
266038	5.59619e+009	7.44819e+010	1.26449e+011	5.94101e+009	1.3923e+007
148309	2.22728e+009	3.03367e+010	8.39221e+010	5.56886e+009	9.33231e+007
47795	7.94282e+008	1.40184e+010	9.61816e+010	1.39684e+009	2.56229e+006
47697	7.96269e+008	1.41127e+010	9.63497e+010	1.40582e+009	2.6279e+006
502355	1.41147e+011	2.21145e+011	1.57131e+011	1.5771e+010	4.04407e+008
265243	4.3654e+009	5.69402e+010	9.10331e+010	1.83362e+010	2.97122e+008
451526	1.00214e+010	1.30834e+011	1.41132e+011	1.1908e+010	3.94218e+007
449838	1.04589e+010	1.31198e+011	1.41228e+011	1.19266e+010	4.17913e+007
389205	6.15309e+009	7.66494e+010	6.80033e+010	4.45614e+010	1.58428e+009
490954	1.40913e+011	2.24749e+011	1.79366e+011	3.84143e+010	2.47022e+009
488801	1.40911e+011	2.25665e+011	1.79309e+011	3.83593e+010	2.45559e+009
487336	1.41122e+011	2.27142e+011	2.45194e+011	1.03944e+011	1.5095e+010
485373	1.41194e+011	2.26843e+011	1.78233e+011	3.81253e+010	2.36419e+009
483217	1.41192e+011	2.27809e+011	1.78305e+011	3.82056e+010	2.36422e+009
481006	1.41164e+011	2.30168e+011	2.93859e+011	1.52613e+011	3.91287e+010
478869	1.41163e+011	2.31172e+011	2.93698e+011	1.52454e+011	3.89703e+010
267054	6.6677e+009	8.75266e+010	1.30596e+011	8.71025e+009	2.15178e+007
267037	6.67179e+009	8.81162e+010	1.30641e+011	8.76434e+009	2.20187e+007
471410	1.40741e+011	2.33771e+011	1.5929e+011	1.80757e+010	5.35121e+008
468495	1.40472e+011	2.34568e+011	1.63822e+011	2.25743e+010	8.43782e+008
466456	1.40467e+011	2.35607e+011	1.63845e+011	2.25978e+010	8.44004e+008
466594	1.412e+011	2.37386e+011	1.56129e+011	1.4847e+010	3.84371e+008
464609	1.41199e+011	2.38433e+011	1.56123e+011	1.48412e+010	3.83937e+008
461685	1.40528e+011	2.38728e+011	3.25676e+011	1.84911e+011	5.51852e+010
459764	1.40527e+011	2.39768e+011	3.25773e+011	1.85009e+011	5.51856e+010
457877	1.40525e+011	2.40805e+011	3.25868e+011	1.85105e+011	5.5186e+010
457403	1.41248e+011	2.42719e+011	1.69969e+011	2.86166e+010	1.31496e+009
455586	1.41248e+011	2.43748e+011	1.69976e+011	2.86235e+010	1.31499e+009
452920	1.41001e+011	2.44374e+011	2.21029e+011	7.99605e+010	1.00653e+010
