0	8409
1	1524
2	2133
3	2385
4	810
5	810
6	882
7	747
8	711
9	717
10	723
11	831
12	687
13	702
14	666
15	765
16	912
17	927
18	1110
19	1353
20	1311
21	1488
22	1788
23	1971
24	2103
25	2250
26	2076
27	2088
28	1923
29	1863
30	2568
31	1728
32	1650
33	1935
34	1710
35	1713
36	1866
37	1707
38	1938
39	2037
40	2202
41	2157
42	2250
43	2382
44	2283
45	2361
46	2397
47	2388
48	2541
49	2820
50	2724
51	3111
52	3063
53	2817
54	2862
55	2955
56	2955
57	2904
58	2778
59	2922
60	3072
61	3006
62	3006
63	3081
64	3159
65	3351
66	3357
67	3444
68	3702
69	3330
70	3573
71	3381
72	3687
73	3546
74	3720
75	3534
76	3663
77	3714
78	3816
79	3465
80	3456
81	3648
82	3687
83	3618
84	3864
85	3621
86	3615
87	3489
88	3366
89	3588
90	3639
91	3318
92	3321
93	3657
94	4011
95	3642
96	3495
97	3966
98	4764
99	4968
100	6219
101	8643
102	10740
103	8037
104	7833
105	7848
106	12996
107	9942
108	8847
109	9759
110	10668
111	10560
112	11556
113	9351
114	11805
115	9000
116	8880
117	8085
118	8397
119	10473
120	7527
121	6870
122	6564
123	7656
124	7944
125	5901
126	7260
127	7107
128	6849
129	6222
130	4812
131	5034
132	4347
133	4476
134	4107
135	3873
136	3402
137	3696
138	3768
139	3630
140	3648
141	3822
142	3411
143	3441
144	3402
145	3474
146	3732
147	3735
148	4071
149	3852
150	3849
151	3885
152	4116
153	3504
154	3600
155	3408
156	3030
157	3135
158	2865
159	2856
160	2928
161	2604
162	2880
163	2373
164	2541
165	2376
166	2553
167	2229
168	2562
169	2733
170	2424
171	2544
172	2382
173	2253
174	2187
175	2223
176	2160
177	2322
178	2346
179	2427
180	2325
181	3063
182	2100
183	2121
184	2238
185	2337
186	2118
187	2214
188	2238
189	2334
190	2166
191	2364
192	2397
193	2304
194	2325
195	2358
196	2307
197	2193
198	2166
199	2334
200	2067
201	2166
202	2241
203	2265
204	2370
205	2226
206	2430
207	2379
208	2271
209	2262
210	2181
211	2145
212	2370
213	2301
214	2334
215	2481
216	2343
217	2508
218	2400
219	2307
220	2994
221	2451
222	3267
223	3492
224	3918
225	5139
226	3273
227	17592
228	2742
229	2619
230	2649
231	3285
232	2358
233	2706
234	3828
235	4116
236	4530
237	4737
238	8961
239	5283
240	4929
241	2835
242	2568
243	2472
244	2613
245	4062
246	4404
247	3606
248	2406
249	2088
250	2214
251	2082
252	2073
253	3288
254	2745
255	12930
