0.096748	0.039531	0.097214
0.087677	-0.040242	0.086790
0.092905	-0.072683	0.071994
0.121417	-0.094014	0.055728
0.154148	-0.109447	0.037488
0.174975	-0.123998	0.018818
0.181185	-0.135324	0.002513
0.178317	-0.145852	-0.008571
0.168954	-0.181044	-0.017202
0.158191	-0.225089	-0.025953
0.158340	-0.269703	-0.033873
0.171943	-0.311767	-0.041341
0.189338	-0.345002	-0.048596
0.202921	-0.367692	-0.054799
0.213499	-0.380519	-0.059738
0.218672	-0.385021	-0.064494
0.218032	-0.382831	-0.070090
0.211548	-0.374377	-0.076826
0.202320	-0.361555	-0.084764
0.189297	-0.349001	-0.094452
0.176433	-0.340338	-0.103163
0.169532	-0.333844	-0.111726
0.168986	-0.327117	-0.121184
0.167810	-0.316053	-0.129973
0.158012	-0.298346	-0.137155
0.141540	-0.279604	-0.145925
0.121549	-0.266723	-0.165868
0.099502	-0.260022	-0.193669
0.096189	-0.256690	-0.221262
0.095608	-0.254109	-0.248520
0.103660	-0.251626	-0.276255
0.120741	-0.249544	-0.306743
0.147167	-0.248603	-0.341521
0.171461	-0.248135	-0.383831
0.182269	-0.245717	-0.435777
0.183581	-0.240176	-0.494555
0.188430	-0.232690	-0.530444
0.194468	-0.225869	-0.536364
0.194191	-0.221602	-0.536364
0.184806	-0.221165	-0.536364
0.170394	-0.223338	-0.536364
0.161191	-0.227054	-0.536364
0.150107	-0.230572	-0.536364
0.132057	-0.232587	-0.536364
0.113931	-0.229839	-0.536364
0.103958	-0.222793	-0.536364
0.113517	-0.215972	-0.536364
0.133303	-0.212284	-0.536364
0.147399	-0.210884	-0.536364
0.152872	-0.211409	-0.536364
0.153701	-0.213352	-0.536364
0.143572	-0.215464	-0.536364
0.125348	-0.213318	-0.536364
0.112675	-0.205723	-0.536364
0.111005	-0.197329	-0.536364
0.119444	-0.190789	-0.536364
0.121722	-0.186124	-0.536364
0.119096	-0.183355	-0.536364
0.112624	-0.179902	-0.536364
0.096880	-0.174885	-0.536364
0.081011	-0.168783	-0.536364
0.053543	-0.160399	-0.536364
0.027800	-0.148173	-0.536364
0.007725	-0.142534	-0.536364
-0.004534	-0.136809	-0.536364
-0.009939	-0.130230	-0.536364
-0.012750	-0.126013	-0.536364
-0.016051	-0.123735	-0.536364
-0.020506	-0.121819	-0.536364
-0.025932	-0.120646	-0.536364
-0.031477	-0.120459	-0.536364
-0.035894	-0.120337	-0.536364
-0.038449	-0.118783	-0.536364
-0.039538	-0.115890	-0.536364
-0.038159	-0.113092	-0.536364
-0.039239	-0.111339	-0.536364
-0.040594	-0.108415	-0.536364
-0.043750	-0.104565	-0.536364
-0.048138	-0.101175	-0.536364
-0.052601	-0.098562	-0.536364
-0.056530	-0.096347	-0.536364
-0.059850	-0.093581	-0.536364
-0.063638	-0.090419	-0.536364
-0.068539	-0.086595	-0.536364
-0.073594	-0.083618	-0.536364
-0.077382	-0.081438	-0.536364
-0.079433	-0.078382	-0.536364
-0.080472	-0.073997	-0.536364
-0.081221	-0.070137	-0.536364
-0.082306	-0.066035	-0.536364
-0.084091	-0.061374	-0.536364
-0.086351	-0.057577	-0.536364
-0.089137	-0.054054	-0.536364
-0.091165	-0.052157	-0.536364
-0.092452	-0.052192	-0.536364
-0.093514	-0.052189	-0.536364
-0.094439	-0.051968	-0.536364
-0.095188	-0.050431	-0.536364
-0.095990	-0.048090	-0.536364
-0.097165	-0.043299	-0.536364
-0.098807	-0.037049	-0.536364
-0.100591	-0.029723	-0.536364
-0.102164	-0.019961	-0.536364
-0.103296	-0.010624	-0.536364
-0.103975	0.009633	-0.536364
-0.104655	0.040211	-0.536364
-0.105745	0.074227	-0.536364
-0.107321	0.117133	-0.536364
-0.109273	0.153124	-0.536364
-0.111264	0.189715	-0.536364
-0.112909	0.224098	-0.536364
-0.114234	0.266137	-0.536364
-0.115230	0.313640	-0.536364
-0.115371	0.351796	-0.536364
-0.114728	0.379969	-0.536364
-0.114786	0.401995	-0.536364
-0.115186	0.417974	-0.536364
-0.115916	0.431378	-0.536364
-0.117280	0.446237	-0.536364
-0.119494	0.460648	-0.536364
-0.122381	0.471862	-0.536364
-0.125209	0.481096	-0.536364
